Tipo_Error,Archivo,Linea,Valor_Error,Descripción
Advertencia,AM,815,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,816,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,817,19908144-01,Este valor no esta en el archivo de códigos
Advertencia,AM,818,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,819,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,820,19927833-03,Este valor no esta en el archivo de códigos
Advertencia,AM,821,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,822,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,823,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,824,19927833-03,Este valor no esta en el archivo de códigos
Advertencia,AM,825,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,826,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,827,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,828,H03AL006011,Este valor no esta en el archivo de códigos
Advertencia,AM,829,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,830,19943961-03,Este valor no esta en el archivo de códigos
Advertencia,AM,831,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,832,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,833,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,834,19944375-04,Este valor no esta en el archivo de códigos
Advertencia,AM,835,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,836,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,837,19914806-03,Este valor no esta en el archivo de códigos
Advertencia,AM,838,19965399-06,Este valor no esta en el archivo de códigos
Advertencia,AM,839,B03BF014011,Este valor no esta en el archivo de códigos
Advertencia,AM,840,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,841,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,842,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,843,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,844,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,845,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,846,19983869-04,Este valor no esta en el archivo de códigos
Advertencia,AM,847,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,848,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,849,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,850,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,851,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,852,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,853,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,854,C09AC004011,Este valor no esta en el archivo de códigos
Advertencia,AM,855,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,856,D01AC031321,Este valor no esta en el archivo de códigos
Advertencia,AM,857,40194-02,Este valor no esta en el archivo de códigos
Advertencia,AM,858,19928206-01,Este valor no esta en el archivo de códigos
Advertencia,AM,859,19955566-01,Este valor no esta en el archivo de códigos
Advertencia,AM,860,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,861,C09AC004011,Este valor no esta en el archivo de códigos
Advertencia,AM,862,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,863,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,864,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,865,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,866,N06AA024011,Este valor no esta en el archivo de códigos
Advertencia,AM,867,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,868,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,869,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,870,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,871,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,872,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,873,19925327-01,Este valor no esta en el archivo de códigos
Advertencia,AM,874,19980450-01,Este valor no esta en el archivo de códigos
Advertencia,AM,875,G03DM004711,Este valor no esta en el archivo de códigos
Advertencia,AM,876,19950177-01,Este valor no esta en el archivo de códigos
Advertencia,AM,877,19999392-03,Este valor no esta en el archivo de códigos
Advertencia,AM,878,230361-01,Este valor no esta en el archivo de códigos
Advertencia,AM,879,19917651-01,Este valor no esta en el archivo de códigos
Advertencia,AM,880,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,881,19948782-03,Este valor no esta en el archivo de códigos
Advertencia,AM,882,C08DV016011,Este valor no esta en el archivo de códigos
Advertencia,AM,883,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,884,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,885,19955566-01,Este valor no esta en el archivo de códigos
Advertencia,AM,886,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,887,19959763-01,Este valor no esta en el archivo de códigos
Advertencia,AM,888,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,889,N06AA024011,Este valor no esta en el archivo de códigos
Advertencia,AM,890,N06AI005022,Este valor no esta en el archivo de códigos
Advertencia,AM,891,19953919-06,Este valor no esta en el archivo de códigos
Advertencia,AM,892,19913783-02,Este valor no esta en el archivo de códigos
Advertencia,AM,893,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,894,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,895,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,896,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,897,1984621-01,Este valor no esta en el archivo de códigos
Advertencia,AM,898,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,899,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,900,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,901,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,902,20005748-01,Este valor no esta en el archivo de códigos
Advertencia,AM,903,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,904,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,905,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,906,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,907,19959763-01,Este valor no esta en el archivo de códigos
Advertencia,AM,908,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,909,M01AD015021,Este valor no esta en el archivo de códigos
Advertencia,AM,910,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,911,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,912,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,913,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,914,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,915,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,916,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,917,1981505-06,Este valor no esta en el archivo de códigos
Advertencia,AM,918,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,919,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,920,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,921,19917651-01,Este valor no esta en el archivo de códigos
Advertencia,AM,922,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,923,19927833-03,Este valor no esta en el archivo de códigos
Advertencia,AM,924,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,925,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,926,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,927,19917651-01,Este valor no esta en el archivo de códigos
Advertencia,AM,928,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,929,G03DM004711,Este valor no esta en el archivo de códigos
Advertencia,AM,930,19950177-01,Este valor no esta en el archivo de códigos
Advertencia,AM,931,201967-01,Este valor no esta en el archivo de códigos
Advertencia,AM,932,19949535-01,Este valor no esta en el archivo de códigos
Advertencia,AM,933,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,934,B03BF014011,Este valor no esta en el archivo de códigos
Advertencia,AM,935,19914806-03,Este valor no esta en el archivo de códigos
Advertencia,AM,936,19965399-06,Este valor no esta en el archivo de códigos
Advertencia,AM,937,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,938,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,939,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,940,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,941,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,942,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,943,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,944,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,945,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,946,19940779-01,Este valor no esta en el archivo de códigos
Advertencia,AM,947,1981505-06,Este valor no esta en el archivo de códigos
Advertencia,AM,948,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,949,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,950,A11CC003101,Este valor no esta en el archivo de códigos
Advertencia,AM,951,19908144-01,Este valor no esta en el archivo de códigos
Advertencia,AM,952,19924-01,Este valor no esta en el archivo de códigos
Advertencia,AM,953,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,954,19943961-03,Este valor no esta en el archivo de códigos
Advertencia,AM,955,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,956,A11DT009141,Este valor no esta en el archivo de códigos
Advertencia,AM,957,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,958,19943961-03,Este valor no esta en el archivo de códigos
Advertencia,AM,959,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,960,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,961,19927833-03,Este valor no esta en el archivo de códigos
Advertencia,AM,962,19965399-06,Este valor no esta en el archivo de códigos
Advertencia,AM,963,19914806-03,Este valor no esta en el archivo de códigos
Advertencia,AM,964,B03BF014011,Este valor no esta en el archivo de códigos
Advertencia,AM,965,10311204501,Este valor no esta en el archivo de códigos
Advertencia,AM,966,19944375-04,Este valor no esta en el archivo de códigos
Advertencia,AM,967,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,968,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,969,C08DV016011,Este valor no esta en el archivo de códigos
Advertencia,AM,970,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,971,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,972,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,973,B04AC035251,Este valor no esta en el archivo de códigos
Advertencia,AM,974,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,975,19972152-01,Este valor no esta en el archivo de códigos
Advertencia,AM,976,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,977,C02AA011011,Este valor no esta en el archivo de códigos
Advertencia,AM,978,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,979,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,980,G03DM004711,Este valor no esta en el archivo de códigos
Advertencia,AM,981,19914806-03,Este valor no esta en el archivo de códigos
Advertencia,AM,982,19965399-06,Este valor no esta en el archivo de códigos
Advertencia,AM,983,B03BF014011,Este valor no esta en el archivo de códigos
Advertencia,AM,984,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,985,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,986,B03BF014011,Este valor no esta en el archivo de códigos
Advertencia,AM,987,H02AP027011,Este valor no esta en el archivo de códigos
Advertencia,AM,988,19942377-01,Este valor no esta en el archivo de códigos
Advertencia,AM,989,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,990,19999392-03,Este valor no esta en el archivo de códigos
Advertencia,AM,991,G04AN010142,Este valor no esta en el archivo de códigos
Advertencia,AM,992,230361-01,Este valor no esta en el archivo de códigos
Advertencia,AM,993,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,994,19924-01,Este valor no esta en el archivo de códigos
Advertencia,AM,995,33492-07,Este valor no esta en el archivo de códigos
Advertencia,AM,996,19934507-01,Este valor no esta en el archivo de códigos
Advertencia,AM,997,1031118096,Este valor no esta en el archivo de códigos
Advertencia,AM,998,R06AH015701,Este valor no esta en el archivo de códigos
Advertencia,AM,999,19943961-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1000,R01AC041421,Este valor no esta en el archivo de códigos
Advertencia,AM,1001,R06AD018101,Este valor no esta en el archivo de códigos
Advertencia,AM,1002,19912860-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1003,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1004,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1005,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,1006,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1007,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,1008,19934507-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1009,19934507-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1010,19942648-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1011,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,1012,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,1013,M01AD015021,Este valor no esta en el archivo de códigos
Advertencia,AM,1014,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,1015,19999392-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1016,39293-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1017,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,1018,19924-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1019,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,1020,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1021,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1022,1981505-06,Este valor no esta en el archivo de códigos
Advertencia,AM,1023,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,1024,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,1025,C08CN008141,Este valor no esta en el archivo de códigos
Advertencia,AM,1026,19953919-06,Este valor no esta en el archivo de códigos
Advertencia,AM,1027,19924-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1028,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1029,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1030,19912860-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1031,19934507-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1032,19956780-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1033,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,1034,19999392-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1035,19949535-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1036,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,1037,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,1038,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,1039,19917651-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1040,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1041,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,1042,H02AP027011,Este valor no esta en el archivo de códigos
Advertencia,AM,1043,19980849-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1044,B04AC035251,Este valor no esta en el archivo de códigos
Advertencia,AM,1045,B01AW001011,Este valor no esta en el archivo de códigos
Advertencia,AM,1046,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1047,19959763-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1048,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,1049,19948782-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1050,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1051,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1052,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1053,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,1054,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1055,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1056,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,1057,19942378-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1058,214251-04,Este valor no esta en el archivo de códigos
Advertencia,AM,1059,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1060,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,1061,R06AH015701,Este valor no esta en el archivo de códigos
Advertencia,AM,1062,19943961-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1063,19980450-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1064,C09AC004011,Este valor no esta en el archivo de códigos
Advertencia,AM,1065,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,1066,G01AM020501,Este valor no esta en el archivo de códigos
Advertencia,AM,1067,J02AF009101,Este valor no esta en el archivo de códigos
Advertencia,AM,1068,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,1069,19999392-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1070,44392-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1071,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1072,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1073,19913783-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1074,19955371-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1075,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1076,G03DM004711,Este valor no esta en el archivo de códigos
Advertencia,AM,1077,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1078,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,1079,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,1080,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,1081,19965399-06,Este valor no esta en el archivo de códigos
Advertencia,AM,1082,B03BF014011,Este valor no esta en el archivo de códigos
Advertencia,AM,1083,19914806-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1084,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1085,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1086,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1087,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1088,C07AM017162,Este valor no esta en el archivo de códigos
Advertencia,AM,1089,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1090,17135-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1091,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,1092,1981505-06,Este valor no esta en el archivo de códigos
Advertencia,AM,1093,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,1094,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,1095,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1096,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,1097,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1098,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1099,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1100,19955566-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1101,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,1102,19908144-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1103,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1104,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,1105,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1106,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1107,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1108,19908144-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1109,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,1110,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1111,19908144-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1112,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,1113,H03AL006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1114,H03AL006012,Este valor no esta en el archivo de códigos
Advertencia,AM,1115,19925327-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1116,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,1117,19924-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1118,N06AA024011,Este valor no esta en el archivo de códigos
Advertencia,AM,1119,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1120,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1121,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1122,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1123,19965399-06,Este valor no esta en el archivo de códigos
Advertencia,AM,1124,B03BF014011,Este valor no esta en el archivo de códigos
Advertencia,AM,1125,19914806-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1126,M01AD015021,Este valor no esta en el archivo de códigos
Advertencia,AM,1127,201967-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1128,J01DI004721,Este valor no esta en el archivo de códigos
Advertencia,AM,1129,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1130,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1131,55500-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1132,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1133,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1134,H03AL006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1135,19956947-03,Este valor no esta en el archivo de códigos
Advertencia,AM,1136,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,1137,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1138,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1139,H03AL006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1140,19930226-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1141,19953919-06,Este valor no esta en el archivo de códigos
Advertencia,AM,1142,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1143,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,1144,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1145,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1146,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,1147,19953919-06,Este valor no esta en el archivo de códigos
Advertencia,AM,1148,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1149,19913783-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1150,N02BA001011,Este valor no esta en el archivo de códigos
Advertencia,AM,1151,1031118096,Este valor no esta en el archivo de códigos
Advertencia,AM,1152,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1153,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1154,C08DV016011,Este valor no esta en el archivo de códigos
Advertencia,AM,1155,C02CP026011,Este valor no esta en el archivo de códigos
Advertencia,AM,1156,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,1157,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1158,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1159,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1160,H03AL006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1161,1981505-06,Este valor no esta en el archivo de códigos
Advertencia,AM,1162,C08DV016011,Este valor no esta en el archivo de códigos
Advertencia,AM,1163,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1164,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1165,H03AL006012,Este valor no esta en el archivo de códigos
Advertencia,AM,1166,19955371-01,Este valor no esta en el archivo de códigos
Advertencia,AM,1167,19953919-06,Este valor no esta en el archivo de códigos
Advertencia,AM,1168,A02BR001012,Este valor no esta en el archivo de códigos
Advertencia,AM,1169,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,1170,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1171,C02CP026011,Este valor no esta en el archivo de códigos
Advertencia,AM,1172,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,1173,19962943-01,Este valor no esta en el archivo de códigos
